ANTENNA_ID,GAIN,FRONT_TO_BACK,H_BEAMWIDTH,V_BEAMWIDTH,BAND_MIN_FREQ,BAND_MIN_FREQ_UNIT,BAND_MAX_FREQ,BAND_MAX_FREQ_UNIT,ANTENNA_SIZE,ANTENNA_TYPE,MODEL,MANUFACTURER
40117,5.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-D,BA40-67,RF INDUSTRIES
44013,5.2,0,0,,,MHz,,MHz,0,Dipole-D,BA4141-68,RF INDUSTRIES
483,41.9,66,1.3,,,MHz,,MHz,2.4,Parabolic-P,HP8-65E,ANDREW AUSTRALIA
49,8.7,10,50,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,525(H),AEA
50009,2.2,0,0,,,MHz,,MHz,0,Dipole-D,COD1,RF INDUSTRIES
50013,8.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-A,SMD24,RF INDUSTRIES
50014,8.2,15,75,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YH03,RF INDUSTRIES
50028,2.2,0,0,,,MHz,,MHz,0.56,Coaxial Dipole-D,CXL 70-1/h,PROCOM
50041,6,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL477-6,RF INDUSTRIES
50051,8.7,18,50,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YV6(H),RFS
50056,12.5,0,0,,,MHz,,MHz,10,Colinear Vertical-U,CNA010H-00,ARGUS
50058,41.3,74,1.4,,,MHz,,MHz,2.4,Parabolic-P,HSX8-59A,ANDREW AUSTRALIA
50069,8.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,BU6,ANTENNAE AGENCIES
50079,2.2,0,0,,,MHz,,MHz,0,Coaxial Dipole-D,212,POLAR
529,42.9,80,1.1,,,MHz,,MHz,3,Parabolic-P,UHX10-59J,ANDREW AUSTRALIA
558,40.1,48,1.5,,,MHz,,MHz,1.8,Parabolic-P,PL6-71D,ANDREW AUSTRALIA
569,44.1,52,0.9,,,MHz,,MHz,3,Parabolic-P,PL10-71GE,ANDREW AUSTRALIA
58,10.2,12,50,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YU8(H),AEA
6,0,0,0,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YAGI (H),UNKNOWN
60001,16.2,16.5,30,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB16(H),RF INDUSTRIES
60002,2.2,0,0,,,MHz,,MHz,0,Ground Plane-C,GP2,RF INDUSTRIES
60005,5.2,0,0,,,MHz,,MHz,1.5,Colinear Vertical-U,COL7,RF INDUSTRIES
60006,2.2,9,0,,,MHz,,MHz,0,Dipole-D,SMD41,RF INDUSTRIES
60008,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD1,RF INDUSTRIES
60009,16.2,17,31,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,365 (H),POLAR
60010,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD4,RF INDUSTRIES
60013,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD2,RF INDUSTRIES
60015,16.4,15,33,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YU11-2(H),AEA
60021,11.7,20,40,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YV9(H),RFS
60022,8.2,14,57,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,Y303,SCALAR
60024,15.2,17,35,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YU15,AEA
60028,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL5,RF INDUSTRIES
60029,13.2,20,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YV11(H),RFS
60030,15.7,20,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YV11-2(H),RFS
60032,11.2,15,50,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YH06(H),RF INDUSTRIES
60033,11.2,15,52,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YH06(V),RF INDUSTRIES
60043,8,13,63,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YB03-99(V),RF INDUSTRIES
60051,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL15,RF INDUSTRIES
60055,5.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-A,BA40-68,RF INDUSTRIES
60056,5.2,0,0,,,MHz,,MHz,5.6,Colinear Vertical-U,G11,SCALAR
60059,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL17,RF INDUSTRIES
60066,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL2,RF INDUSTRIES
60069,27.5,32,9.2,,,MHz,,MHz,1.2,Parabolic-P,MGA12-1721,RFS
60071,5.2,0,0,,,MHz,,MHz,2,Dipole-D,214-2,POLAR
60072,5.2,0,0,,,MHz,,MHz,3,Colinear Vertical-U,G21,SCALAR
60075,6.7,0,0,,,MHz,,MHz,4.3,Colinear Vertical-U,G25,SCALAR
60079,9.7,15,70,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YH04(V),RF INDUSTRIES
60081,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD4-68,RF INDUSTRIES
60085,8.2,0,0,,,MHz,,MHz,4,Dipole-D,DU6,RFS
60106,8.2,16,56,,,MHz,,MHz,,Yagi (Horizontal Polarisation)-Y,Y38(H),INDEPENDENT ANTENNAS
60125,14.2,16,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB9-61(H),RF INDUSTRIES
60126,14.2,16,45,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YB9-61(V),RF INDUSTRIES
60132,2.2,0,0,,,MHz,,MHz,0,Dipole-D,COD2,RF INDUSTRIES
60140,2.2,0,0,,,MHz,,MHz,0,Ground Plane-C,GA1WS,RFS
60142,17.8,17,18,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YU15-2(V),AEA
60218,14.2,16,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB9-65(H),RF INDUSTRIES
60219,14.2,16,45,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YB9-65(V),RF INDUSTRIES
60226,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD22,RF INDUSTRIES
60233,2.2,0,0,,,MHz,,MHz,0,Dipole-D,B88,SCALAR
60235,11.2,16,48,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,325,POLAR
60239,14.2,16,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YBSS9-62(H),RF INDUSTRIES
60250,8.2,0,0,,,MHz,,MHz,4,Dipole-D,SV1-4C,RFS
60255,5.2,0,0,,,MHz,,MHz,0,Dipole-D,SV1-2,RFS
60269,12.2,0,0,,,MHz,,MHz,6.4,Colinear Vertical-U,ASP705,RF INDUSTRIES
60284,8.2,0,0,,,MHz,,MHz,3,Colinear Vertical-U,G46,SCALAR
60286,6.7,0,0,,,MHz,,MHz,1.62,Colinear Vertical-U,G44,SCALAR
60287,14.2,16,45,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YBSS9-65(V),RF INDUSTRIES
60288,14.2,16,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YBSS9-65(H),RF INDUSTRIES
60290,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD4-65,RF INDUSTRIES
60294,11.2,20,45,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB6-61(H),RF INDUSTRIES
60295,11.2,20,55,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YB6-61(V),RF INDUSTRIES
60305,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD41-68,RF INDUSTRIES
60306,5.2,0,360,,,MHz,,MHz,0,Colinear Vertical-U,COL11,RF INDUSTRIES
60307,8.2,0,0,,,MHz,,MHz,0,Dipole-D,BA80-41,RF INDUSTRIES
60308,5.2,0,0,,,MHz,,MHz,0,Dipole-D,BA40-41,RF INDUSTRIES
60331,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SM3,JBA ANTENNAS
61,0,0,0,,,MHz,,MHz,0,Parallel array of horizontal dipoles-A,ATV,AMATEUR
62,3.5,6,136,,,MHz,,MHz,0,Cardioid Ground Plane-B,668,AEA
63,2.2,0,0,,,MHz,,MHz,0,Ground Plane-C,G1,AEA
64,5.2,0,0,,,MHz,,MHz,0,Ground Plane-C,G3,AEA
67,2.2,0,0,,,MHz,,MHz,0,Dipole-D,529,AEA
70003,11.7,15,40,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YU9(H),AEA
70018,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,218,POLAR
70019,14.2,17,36,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,326(H),POLAR
70021,14.2,17,36,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,Y409(H),SCALAR
70022,13.2,18,46,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB9(H),RF INDUSTRIES
70023,13.2,18,45,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YB9(V),RF INDUSTRIES
70028,5.2,0,0,,,MHz,,MHz,2,Dipole-D,314-2,POLAR
70030,8.2,0,0,,,MHz,,MHz,3,Colinear Vertical-U,COL8,RF INDUSTRIES
70036,6.7,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL4,RF INDUSTRIES
70038,6.7,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL18,RF INDUSTRIES
70040,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL3,RF INDUSTRIES
70044,16.2,16.5,35,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YB16(V),RF INDUSTRIES
70055,8,0,0,,,MHz,,MHz,4,Slot (Vertical Polarisation)-T,124528-1,ANDREW AUSTRALIA
70070,2.2,0,0,,,MHz,,MHz,0,Dipole-D,214,POLAR
70073,16.2,17,30,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,Y415(H),SCALAR
70085,2.2,0,0,,,MHz,,MHz,0,Dipole-D,COD4,RF INDUSTRIES
70102,8.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,354,POLAR
70103,13.2,20,45,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YV11(V),RFS
70104,11.2,20,55,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YV9(V),RFS
70105,15.7,20,30,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YV11-2(V),RFS
70116,22,24,12,,,MHz,,MHz,1.8,Parabolic-P,GK18-08,POLAR
70130,8.2,0,0,,,MHz,,MHz,3.2,Colinear Vertical-U,COL12,RF INDUSTRIES
70157,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL16,RF INDUSTRIES
70193,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,BH3,ANTENNAE AGENCIES
70223,8.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,BH6,RFS
70236,2.2,0,0,,,MHz,,MHz,0,Dipole-D,114,POLAR
70237,43.6,77,1,,,MHz,,MHz,3,Parabolic-P,HSX10-64A,ANDREW AUSTRALIA
70248,5.2,0,0,,,MHz,,MHz,2,Dipole-D,BA41-68,RF INDUSTRIES
70249,8.2,0,0,,,MHz,,MHz,4,Dipole-D,BA81-68,RF INDUSTRIES
70322,33,60,3.6,,,MHz,,MHz,0.3,Parabolic-P,HSX1-180,ANDREW AUSTRALIA
70358,41.6,68,1.3,,,MHz,,MHz,1.2,Parabolic-P,HSX4-130,ANDREW AUSTRALIA
70403,38.6,66,1.8,,,MHz,,MHz,0.6,Parabolic-P,HP2-18,RADIO WAVES
70409,8.2,0,0,,,MHz,,MHz,0,Dipole-D,BA80-67,RF INDUSTRIES
70410,38.7,67,1.8,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-180,ANDREW AUSTRALIA
70417,41,67.5,1.4,,,MHz,,MHz,1.2,Parabolic-P,SB4-127,RFS
70420,34,55,3,,,MHz,,MHz,0.3,Parabolic-P,VHLP1-180,ANDREW AUSTRALIA
70439,42.5,68,1.2,,,MHz,,MHz,1.2,Parabolic-P,SB4-142,RFS
70472,38.8,65,1.8,,,MHz,,MHz,1.8,Parabolic-P,HPX6-59G,ANDREW AUSTRALIA
70473,41.3,69,1.4,,,MHz,,MHz,2.4,Parabolic-P,HPX8-59E,ANDREW AUSTRALIA
70478,2.2,0,0,,,MHz,,MHz,1,Coaxial Dipole-D,MDHB,MOONRAKER
70509,7,0,0,,,MHz,,MHz,2.81,Colinear Vertical-U,CA160C2,COMPLETECH
71,2.2,0,0,,,MHz,,MHz,0,Coaxial Dipole-D,509,AEA
72,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,G24,SCALAR
73,6.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,708,AEA
74,8.2,0,0,,,MHz,,MHz,2.8,Colinear Vertical-U,680,AEA
76,11.2,0,0,,,MHz,,MHz,6.35,Colinear Vertical-U,539,AEA
77,0,0,0,,,MHz,,MHz,0,Radiax (Leaky feeder)-Z,RADIAX,UNKNOWN
80019,5.2,0,0,,,MHz,,MHz,0,Dipole-D,214D-2-IC,POLAR
80032,42.5,64,1.2,,,MHz,,MHz,1.2,Parabolic-P,HP4-15,RADIO WAVES
80074,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,CL3,JBA ANTENNAS
80082,36.8,65,2.5,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-15,ANDREW AUSTRALIA
80091,2.2,0,0,,,MHz,,MHz,0.3,Dipole-D,SMD41-67,RF INDUSTRIES
80110,34.2,57,3.3,,,MHz,,MHz,0.3,Parabolic-P,VHLP1-18,ANDREW AUSTRALIA
80111,38.7,67,2.1,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-18,ANDREW AUSTRALIA
80116,5.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-A,BA4040-67,RF INDUSTRIES
80119,34.8,61,2.9,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-107,ANDREW AUSTRALIA
80120,42.9,67,1.2,,,MHz,,MHz,2.4,Parabolic-P,HPX8-71W,ANDREW AUSTRALIA
80123,39.6,70,1.7,,,MHz,,MHz,1.8,Parabolic-P,HSX6-64,ANDREW AUSTRALIA
80125,40.2,64,1.6,,,MHz,,MHz,1.2,Parabolic-P,HSX4-107,ANDREW AUSTRALIA
80127,33.5,60,4,,,MHz,,MHz,0.8,Parabolic-P,THP 08-071SWB,COMELIT
80133,37.2,64,2.3,,,MHz,,MHz,1.2,Parabolic-P,HSX4-77,ANDREW AUSTRALIA
80136,5.2,0,0,,,MHz,,MHz,0,Dipole-D,214D-P2-ICSSXE,POLAR
80137,14,20,48,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,TM7(H),HILLS
80145,38.3,65,1.9,,,MHz,,MHz,0.6,Parabolic-P,HRG06-177D,DG CAPITEL
80151,38.9,66,2,,,MHz,,MHz,0.6,Parabolic-P,THP 06-173SWB,COMELIT
80154,18.5,30,65,,,MHz,,MHz,1.3,Panel (1 sector)-R,NPX310R,ARGUS
80178,17,25,65,,,MHz,,MHz,2.1,Panel (1 sector)-R,CPX308R,ARGUS
80180,18,25,65,,,MHz,,MHz,2.6,Panel (1 sector)-R,CPX310R,ARGUS
80181,16,25,90,,,MHz,,MHz,2.6,Panel (1 sector)-R,CPX410R,ARGUS
80207,17,28,0,,,MHz,,MHz,2.52,Coaxial Dipole-D,742 266(0.9),KATHREIN
80221,19.5,30,33,,,MHz,,MHz,2.35,Panel (1 sector)-R,CPX209R,ARGUS
80224,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,BU3,ANTENNAE AGENCIES
80227,2.2,0,0,,,MHz,,MHz,0,Coaxial Dipole-D,B55SS,SCALAR
80231,35.3,62,3,,,MHz,,MHz,0.3,Parabolic-P,VHLP1-23,ANDREW AUSTRALIA
80232,17.5,25,65,,,MHz,,MHz,2.6,Panel (1 sector)-R,CNPX310DR-CF_2G,ARGUS
80241,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD2-99,RF INDUSTRIES
80248,36.9,61,2.2,,,MHz,,MHz,1.2,Parabolic-P,DAX4-W71A,RFS
80273,43.9,72,1.1,,,MHz,,MHz,1.8,Parabolic-P,HSX6-107,ANDREW AUSTRALIA
80284,7.2,0,0,,,MHz,,MHz,0,Dipole-D,OA20-67,RF INDUSTRIES
80285,41.5,62,1.4,,,MHz,,MHz,1.2,Parabolic-P,SDX4-127A,RFS
80294,40.4,65,1.5,,,MHz,,MHz,1.8,Parabolic-P,HP6-8,RADIO WAVES
80297,14.2,20,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,RDA16-65(H),RF INDUSTRIES
80301,37.3,62,2.2,,,MHz,,MHz,1.2,Parabolic-P,DA4-W71A,RFS
80304,37.3,63,2.2,,,MHz,,MHz,1.2,Parabolic-P,VHLP4-7W,ANDREW AUSTRALIA
80305,44.2,64,1,,,MHz,,MHz,1.2,Parabolic-P,HRG12-177D,DG CAPITEL
80307,40.1,61,1.6,,,MHz,,MHz,0.3,Parabolic-P,VHLP1-38,ANDREW AUSTRALIA
80312,40.8,68,1.6,,,MHz,,MHz,1.8,Parabolic-P,VHLP6-7W,ANDREW AUSTRALIA
80319,35.8,62,2.7,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-13,ANDREW AUSTRALIA
80325,34.4,60,3.4,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-11,ANDREW AUSTRALIA
80332,42.9,71,1.2,,,MHz,,MHz,1.2,Parabolic-P,VHLPX4-15,ANDREW AUSTRALIA
80339,40.6,67,1.5,,,MHz,,MHz,1.8,Parabolic-P,VHLPX6-7W,ANDREW AUSTRALIA
80340,37.3,63,2.2,,,MHz,,MHz,1.2,Parabolic-P,VHLPX4-7W,ANDREW AUSTRALIA
80341,37,65,2.3,,,MHz,,MHz,1.2,Parabolic-P,HP4-8,RADIO WAVES
80342,16,18,27,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB820-82(H),RF INDUSTRIES
80343,5.2,0,0,,,MHz,,MHz,0,Dipole-D,214D-2-ICSS,POLAR
80345,36.9,63,2.3,,,MHz,,MHz,1.2,Parabolic-P,SB4-W71B,RFS
80349,2.15,0,0,,,MHz,,MHz,1.28,Vehicle mounted mobile antenna-X,TSW1,RF INDUSTRIES
80351,30.7,57,4.7,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-7W,ANDREW AUSTRALIA
